Loaded 4000 images from jk_zfls/round0_train
Loaded 2400 images from jk_zfls/round0_eval
Epoch: 0, Batch: 0, Loss: 3.1024
Epoch: 0, Batch: 10, Loss: 1.0384
Epoch: 0, Batch: 20, Loss: 0.3496
Epoch: 0, Batch: 30, Loss: 0.1963

Incorrect predictions:
Sample 0: True label = 0, Predicted = 1
Sample 852: True label = 8, Predicted = 18
Sample 853: True label = 8, Predicted = 18
Sample 854: True label = 8, Predicted = 18
Sample 855: True label = 8, Predicted = 7
Sample 856: True label = 8, Predicted = 11
Sample 857: True label = 8, Predicted = 11
Sample 858: True label = 8, Predicted = 11
Sample 859: True label = 8, Predicted = 18
Sample 860: True label = 8, Predicted = 7
Sample 861: True label = 8, Predicted = 7
Sample 862: True label = 8, Predicted = 6
Sample 863: True label = 8, Predicted = 7
Sample 865: True label = 8, Predicted = 18
Sample 866: True label = 8, Predicted = 18
Sample 867: True label = 8, Predicted = 7
Sample 868: True label = 8, Predicted = 7
Sample 869: True label = 8, Predicted = 11
Sample 870: True label = 8, Predicted = 7
Sample 871: True label = 8, Predicted = 18
Sample 872: True label = 8, Predicted = 18
Sample 873: True label = 8, Predicted = 11
Sample 874: True label = 8, Predicted = 4
Sample 875: True label = 8, Predicted = 11
Sample 876: True label = 8, Predicted = 7
Sample 877: True label = 8, Predicted = 7
Sample 878: True label = 8, Predicted = 18
Sample 879: True label = 8, Predicted = 11
Sample 880: True label = 8, Predicted = 11
Sample 881: True label = 8, Predicted = 7
Sample 882: True label = 8, Predicted = 7
Sample 883: True label = 8, Predicted = 7
Sample 884: True label = 8, Predicted = 11
Sample 885: True label = 8, Predicted = 18
Sample 886: True label = 8, Predicted = 7
Sample 887: True label = 8, Predicted = 7
Sample 888: True label = 8, Predicted = 7
Sample 889: True label = 8, Predicted = 11
Sample 890: True label = 8, Predicted = 7
Sample 891: True label = 8, Predicted = 11
Sample 892: True label = 8, Predicted = 7
Sample 893: True label = 8, Predicted = 7
Sample 894: True label = 8, Predicted = 7
Sample 895: True label = 8, Predicted = 11
Sample 896: True label = 8, Predicted = 18
Sample 897: True label = 8, Predicted = 7
Sample 898: True label = 8, Predicted = 7
Sample 899: True label = 8, Predicted = 7
Sample 901: True label = 9, Predicted = 11
Sample 909: True label = 9, Predicted = 11
Sample 914: True label = 9, Predicted = 11
Sample 921: True label = 9, Predicted = 11
Sample 927: True label = 9, Predicted = 11
Sample 928: True label = 9, Predicted = 11
Sample 932: True label = 9, Predicted = 11
Sample 936: True label = 9, Predicted = 11
Sample 938: True label = 9, Predicted = 11
Sample 941: True label = 9, Predicted = 11
Sample 943: True label = 9, Predicted = 11
Sample 946: True label = 9, Predicted = 11
Sample 947: True label = 9, Predicted = 11
Sample 948: True label = 9, Predicted = 11
Sample 953: True label = 9, Predicted = 11
Sample 954: True label = 9, Predicted = 11
Sample 959: True label = 9, Predicted = 11
Sample 960: True label = 9, Predicted = 11
Sample 961: True label = 9, Predicted = 11
Sample 964: True label = 9, Predicted = 11
Sample 966: True label = 9, Predicted = 11
Sample 968: True label = 9, Predicted = 11
Sample 973: True label = 9, Predicted = 11
Sample 978: True label = 9, Predicted = 11
Sample 979: True label = 9, Predicted = 11
Sample 981: True label = 9, Predicted = 11
Sample 987: True label = 9, Predicted = 11
Sample 989: True label = 9, Predicted = 11
Sample 990: True label = 9, Predicted = 11
Sample 992: True label = 9, Predicted = 11
Sample 993: True label = 9, Predicted = 11
Sample 994: True label = 9, Predicted = 11
Sample 996: True label = 9, Predicted = 11
Sample 997: True label = 9, Predicted = 11
Sample 998: True label = 9, Predicted = 11
Sample 1000: True label = 10, Predicted = 11
Sample 1006: True label = 10, Predicted = 11
Sample 1010: True label = 10, Predicted = 11
Sample 1015: True label = 10, Predicted = 11
Sample 1020: True label = 10, Predicted = 11
Sample 1022: True label = 10, Predicted = 11
Sample 1026: True label = 10, Predicted = 11
Sample 1029: True label = 10, Predicted = 11
Sample 1030: True label = 10, Predicted = 11
Sample 1036: True label = 10, Predicted = 11
Sample 1037: True label = 10, Predicted = 11
Sample 1043: True label = 10, Predicted = 11
Sample 1049: True label = 10, Predicted = 11
Sample 1052: True label = 10, Predicted = 11
Sample 1059: True label = 10, Predicted = 11
Sample 1066: True label = 10, Predicted = 11
Sample 1067: True label = 10, Predicted = 11
Sample 1073: True label = 10, Predicted = 11
Sample 1078: True label = 10, Predicted = 11
Sample 1081: True label = 10, Predicted = 11
Sample 1090: True label = 10, Predicted = 11
Sample 1093: True label = 10, Predicted = 11
Sample 1200: True label = 12, Predicted = 7
Sample 1201: True label = 12, Predicted = 7
Sample 1202: True label = 12, Predicted = 7
Sample 1203: True label = 12, Predicted = 7
Sample 1205: True label = 12, Predicted = 7
Sample 1206: True label = 12, Predicted = 7
Sample 1207: True label = 12, Predicted = 7
Sample 1208: True label = 12, Predicted = 7
Sample 1209: True label = 12, Predicted = 7
Sample 1210: True label = 12, Predicted = 7
Sample 1211: True label = 12, Predicted = 7
Sample 1212: True label = 12, Predicted = 7
Sample 1213: True label = 12, Predicted = 7
Sample 1214: True label = 12, Predicted = 7
Sample 1216: True label = 12, Predicted = 7
Sample 1217: True label = 12, Predicted = 7
Sample 1218: True label = 12, Predicted = 7
Sample 1219: True label = 12, Predicted = 7
Sample 1220: True label = 12, Predicted = 7
Sample 1221: True label = 12, Predicted = 7
Sample 1222: True label = 12, Predicted = 7
Sample 1223: True label = 12, Predicted = 7
Sample 1224: True label = 12, Predicted = 7
Sample 1225: True label = 12, Predicted = 7
Sample 1226: True label = 12, Predicted = 7
Sample 1227: True label = 12, Predicted = 7
Sample 1228: True label = 12, Predicted = 7
Sample 1229: True label = 12, Predicted = 7
Sample 1230: True label = 12, Predicted = 7
Sample 1231: True label = 12, Predicted = 7
Sample 1232: True label = 12, Predicted = 7
Sample 1233: True label = 12, Predicted = 7
Sample 1236: True label = 12, Predicted = 7
Sample 1237: True label = 12, Predicted = 7
Sample 1238: True label = 12, Predicted = 7
Sample 1239: True label = 12, Predicted = 7
Sample 1241: True label = 12, Predicted = 7
Sample 1242: True label = 12, Predicted = 7
Sample 1243: True label = 12, Predicted = 7
Sample 1244: True label = 12, Predicted = 7
Sample 1245: True label = 12, Predicted = 7
Sample 1247: True label = 12, Predicted = 7
Sample 1248: True label = 12, Predicted = 7
Sample 1249: True label = 12, Predicted = 7
Sample 1250: True label = 12, Predicted = 7
Sample 1252: True label = 12, Predicted = 7
Sample 1253: True label = 12, Predicted = 7
Sample 1254: True label = 12, Predicted = 7
Sample 1256: True label = 12, Predicted = 7
Sample 1257: True label = 12, Predicted = 7
Sample 1258: True label = 12, Predicted = 7
Sample 1259: True label = 12, Predicted = 7
Sample 1260: True label = 12, Predicted = 7
Sample 1261: True label = 12, Predicted = 7
Sample 1262: True label = 12, Predicted = 7
Sample 1263: True label = 12, Predicted = 7
Sample 1264: True label = 12, Predicted = 7
Sample 1265: True label = 12, Predicted = 7
Sample 1267: True label = 12, Predicted = 7
Sample 1268: True label = 12, Predicted = 7
Sample 1269: True label = 12, Predicted = 7
Sample 1270: True label = 12, Predicted = 7
Sample 1271: True label = 12, Predicted = 7
Sample 1272: True label = 12, Predicted = 7
Sample 1273: True label = 12, Predicted = 7
Sample 1274: True label = 12, Predicted = 7
Sample 1276: True label = 12, Predicted = 7
Sample 1277: True label = 12, Predicted = 7
Sample 1278: True label = 12, Predicted = 7
Sample 1279: True label = 12, Predicted = 7
Sample 1280: True label = 12, Predicted = 7
Sample 1281: True label = 12, Predicted = 7
Sample 1282: True label = 12, Predicted = 7
Sample 1284: True label = 12, Predicted = 7
Sample 1285: True label = 12, Predicted = 7
Sample 1286: True label = 12, Predicted = 7
Sample 1287: True label = 12, Predicted = 7
Sample 1288: True label = 12, Predicted = 7
Sample 1289: True label = 12, Predicted = 7
Sample 1290: True label = 12, Predicted = 7
Sample 1291: True label = 12, Predicted = 7
Sample 1292: True label = 12, Predicted = 7
Sample 1293: True label = 12, Predicted = 7
Sample 1294: True label = 12, Predicted = 7
Sample 1295: True label = 12, Predicted = 7
Sample 1297: True label = 12, Predicted = 7
Sample 1298: True label = 12, Predicted = 7
Sample 1299: True label = 12, Predicted = 7
Sample 1300: True label = 13, Predicted = 11
Sample 1301: True label = 13, Predicted = 18
Sample 1302: True label = 13, Predicted = 9
Sample 1303: True label = 13, Predicted = 18
Sample 1304: True label = 13, Predicted = 11
Sample 1305: True label = 13, Predicted = 18
Sample 1306: True label = 13, Predicted = 12
Sample 1307: True label = 13, Predicted = 18
Sample 1308: True label = 13, Predicted = 12
Sample 1309: True label = 13, Predicted = 18
Sample 1310: True label = 13, Predicted = 11
Sample 1311: True label = 13, Predicted = 12
Sample 1312: True label = 13, Predicted = 18
Sample 1313: True label = 13, Predicted = 12
Sample 1314: True label = 13, Predicted = 15
Sample 1315: True label = 13, Predicted = 12
Sample 1316: True label = 13, Predicted = 3
Sample 1317: True label = 13, Predicted = 11
Sample 1318: True label = 13, Predicted = 3
Sample 1319: True label = 13, Predicted = 11
Sample 1320: True label = 13, Predicted = 11
Sample 1321: True label = 13, Predicted = 9
Sample 1323: True label = 13, Predicted = 3
Sample 1324: True label = 13, Predicted = 9
Sample 1326: True label = 13, Predicted = 11
Sample 1328: True label = 13, Predicted = 9
Sample 1329: True label = 13, Predicted = 15
Sample 1330: True label = 13, Predicted = 11
Sample 1332: True label = 13, Predicted = 18
Sample 1333: True label = 13, Predicted = 10
Sample 1334: True label = 13, Predicted = 12
Sample 1335: True label = 13, Predicted = 18
Sample 1336: True label = 13, Predicted = 9
Sample 1337: True label = 13, Predicted = 9
Sample 1338: True label = 13, Predicted = 11
Sample 1339: True label = 13, Predicted = 18
Sample 1340: True label = 13, Predicted = 18
Sample 1341: True label = 13, Predicted = 18
Sample 1342: True label = 13, Predicted = 11
Sample 1343: True label = 13, Predicted = 11
Sample 1344: True label = 13, Predicted = 3
Sample 1345: True label = 13, Predicted = 9
Sample 1346: True label = 13, Predicted = 7
Sample 1347: True label = 13, Predicted = 18
Sample 1348: True label = 13, Predicted = 11
Sample 1351: True label = 13, Predicted = 18
Sample 1352: True label = 13, Predicted = 11
Sample 1353: True label = 13, Predicted = 12
Sample 1354: True label = 13, Predicted = 12
Sample 1355: True label = 13, Predicted = 11
Sample 1356: True label = 13, Predicted = 15
Sample 1359: True label = 13, Predicted = 12
Sample 1360: True label = 13, Predicted = 9
Sample 1361: True label = 13, Predicted = 18
Sample 1362: True label = 13, Predicted = 18
Sample 1364: True label = 13, Predicted = 11
Sample 1366: True label = 13, Predicted = 18
Sample 1367: True label = 13, Predicted = 18
Sample 1368: True label = 13, Predicted = 9
Sample 1370: True label = 13, Predicted = 11
Sample 1371: True label = 13, Predicted = 18
Sample 1373: True label = 13, Predicted = 18
Sample 1374: True label = 13, Predicted = 18
Sample 1375: True label = 13, Predicted = 11
Sample 1377: True label = 13, Predicted = 11
Sample 1378: True label = 13, Predicted = 18
Sample 1379: True label = 13, Predicted = 11
Sample 1380: True label = 13, Predicted = 18
Sample 1382: True label = 13, Predicted = 9
Sample 1383: True label = 13, Predicted = 9
Sample 1384: True label = 13, Predicted = 18
Sample 1385: True label = 13, Predicted = 18
Sample 1386: True label = 13, Predicted = 9
Sample 1387: True label = 13, Predicted = 9
Sample 1389: True label = 13, Predicted = 18
Sample 1390: True label = 13, Predicted = 9
Sample 1391: True label = 13, Predicted = 3
Sample 1393: True label = 13, Predicted = 11
Sample 1394: True label = 13, Predicted = 9
Sample 1395: True label = 13, Predicted = 18
Sample 1396: True label = 13, Predicted = 9
Sample 1397: True label = 13, Predicted = 12
Sample 1398: True label = 13, Predicted = 18
Sample 1399: True label = 13, Predicted = 3
Sample 1406: True label = 14, Predicted = 15
Sample 1420: True label = 14, Predicted = 17
Sample 1453: True label = 14, Predicted = 17
Sample 1486: True label = 14, Predicted = 15
Sample 1488: True label = 14, Predicted = 15
Sample 1491: True label = 14, Predicted = 15
Sample 1505: True label = 15, Predicted = 14
Sample 1509: True label = 15, Predicted = 14
Sample 1520: True label = 15, Predicted = 18
Sample 1525: True label = 15, Predicted = 14
Sample 1528: True label = 15, Predicted = 14
Sample 1531: True label = 15, Predicted = 14
Sample 1578: True label = 15, Predicted = 14
Sample 1579: True label = 15, Predicted = 11
Sample 1601: True label = 16, Predicted = 7
Sample 1602: True label = 16, Predicted = 7
Sample 1603: True label = 16, Predicted = 7
Sample 1604: True label = 16, Predicted = 7
Sample 1605: True label = 16, Predicted = 7
Sample 1606: True label = 16, Predicted = 7
Sample 1608: True label = 16, Predicted = 7
Sample 1609: True label = 16, Predicted = 7
Sample 1611: True label = 16, Predicted = 7
Sample 1615: True label = 16, Predicted = 7
Sample 1616: True label = 16, Predicted = 7
Sample 1617: True label = 16, Predicted = 7
Sample 1619: True label = 16, Predicted = 7
Sample 1620: True label = 16, Predicted = 7
Sample 1621: True label = 16, Predicted = 7
Sample 1622: True label = 16, Predicted = 7
Sample 1623: True label = 16, Predicted = 7
Sample 1624: True label = 16, Predicted = 7
Sample 1625: True label = 16, Predicted = 7
Sample 1626: True label = 16, Predicted = 7
Sample 1627: True label = 16, Predicted = 7
Sample 1628: True label = 16, Predicted = 7
Sample 1629: True label = 16, Predicted = 7
Sample 1630: True label = 16, Predicted = 7
Sample 1631: True label = 16, Predicted = 7
Sample 1632: True label = 16, Predicted = 7
Sample 1633: True label = 16, Predicted = 7
Sample 1634: True label = 16, Predicted = 7
Sample 1635: True label = 16, Predicted = 7
Sample 1637: True label = 16, Predicted = 7
Sample 1638: True label = 16, Predicted = 7
Sample 1639: True label = 16, Predicted = 7
Sample 1640: True label = 16, Predicted = 7
Sample 1641: True label = 16, Predicted = 7
Sample 1642: True label = 16, Predicted = 7
Sample 1643: True label = 16, Predicted = 7
Sample 1645: True label = 16, Predicted = 7
Sample 1648: True label = 16, Predicted = 7
Sample 1650: True label = 16, Predicted = 7
Sample 1654: True label = 16, Predicted = 7
Sample 1655: True label = 16, Predicted = 19
Sample 1656: True label = 16, Predicted = 7
Sample 1657: True label = 16, Predicted = 7
Sample 1658: True label = 16, Predicted = 7
Sample 1660: True label = 16, Predicted = 7
Sample 1662: True label = 16, Predicted = 7
Sample 1663: True label = 16, Predicted = 7
Sample 1665: True label = 16, Predicted = 7
Sample 1666: True label = 16, Predicted = 7
Sample 1667: True label = 16, Predicted = 7
Sample 1668: True label = 16, Predicted = 7
Sample 1670: True label = 16, Predicted = 7
Sample 1671: True label = 16, Predicted = 7
Sample 1672: True label = 16, Predicted = 7
Sample 1673: True label = 16, Predicted = 7
Sample 1674: True label = 16, Predicted = 7
Sample 1677: True label = 16, Predicted = 7
Sample 1678: True label = 16, Predicted = 7
Sample 1679: True label = 16, Predicted = 7
Sample 1680: True label = 16, Predicted = 7
Sample 1681: True label = 16, Predicted = 7
Sample 1682: True label = 16, Predicted = 7
Sample 1683: True label = 16, Predicted = 7
Sample 1684: True label = 16, Predicted = 7
Sample 1685: True label = 16, Predicted = 7
Sample 1687: True label = 16, Predicted = 7
Sample 1688: True label = 16, Predicted = 7
Sample 1690: True label = 16, Predicted = 7
Sample 1691: True label = 16, Predicted = 7
Sample 1692: True label = 16, Predicted = 7
Sample 1693: True label = 16, Predicted = 7
Sample 1694: True label = 16, Predicted = 7
Sample 1695: True label = 16, Predicted = 7
Sample 1696: True label = 16, Predicted = 7
Sample 1697: True label = 16, Predicted = 7
Sample 1698: True label = 16, Predicted = 17
Sample 1723: True label = 17, Predicted = 7
Sample 1727: True label = 17, Predicted = 7
Sample 1735: True label = 17, Predicted = 7
Sample 1756: True label = 17, Predicted = 7
Sample 1790: True label = 17, Predicted = 7
Sample 1792: True label = 17, Predicted = 7
Sample 1802: True label = 18, Predicted = 7
Sample 1809: True label = 18, Predicted = 7
Sample 1814: True label = 18, Predicted = 11
Sample 1815: True label = 18, Predicted = 7
Sample 1823: True label = 18, Predicted = 7
Sample 1825: True label = 18, Predicted = 11
